id,price,year,mileage,engine_capacity,engine_power,accident_free,origin,four_wheel_drive,invoice_vat,estate,fuel_type,transmission
ID6Gb8YU,62990,2018,120000,1395,125,True,Polska,False,False,True,Petrol,Manual
ID6Gbaa9,92900,2017,115800,1968,190,True,Unknown,False,False,False,Diesel,Automatic
ID6GbAfD,73900,2016,153000,1968,190,True,Niemcy,True,False,True,Diesel,Automatic
ID6GbBvJ,79900,2018,211000,1968,150,False,Unknown,False,False,True,Diesel,Automatic
ID6GbCn4,84000,2019,84000,1968,150,True,Polska,False,False,True,Diesel,Manual
ID6GbCXK,89900,2018,137452,1984,220,True,Polska,False,False,False,Petrol,Automatic
ID6GbFbO,59900,2016,279000,1968,190,True,Niemcy,True,False,True,Diesel,Automatic
ID6GbFcL,89900,2016,144000,1968,240,True,Polska,True,False,True,Diesel,Automatic
ID6GbJQ7,82900,2020,121703,1968,150,False,Niemcy,False,True,True,Diesel,Automatic
ID6GbJRs,91900,2020,134085,1968,190,True,Niemcy,False,True,True,Diesel,Automatic
ID6Gbk2P,73900,2019,184000,1968,150,True,Polska,False,False,False,Diesel,Automatic
ID6GbLbA,141333,2020,132158,1984,272,True,Polska,False,True,True,Petrol,Automatic
ID6GbM6h,62900,2016,130424,1395,125,False,Polska,False,False,True,Petrol,Manual
ID6Gbmqq,94900,2020,124719,1968,150,False,Polska,False,True,True,Diesel,Manual
ID6GbQ01,47800,2016,297680,1968,150,True,Niemcy,False,False,True,Diesel,Automatic
ID6Gbr7E,114900,2020,89889,1968,190,True,Unknown,True,True,True,Diesel,Automatic
ID6Gbr99,99900,2020,133101,1968,190,True,Unknown,False,True,True,Diesel,Automatic
ID6Gbrai,99900,2020,150093,1968,200,True,Unknown,False,True,True,Diesel,Automatic
ID6GbRCC,71850,2020,162542,1968,150,True,Polska,False,True,True,Diesel,Manual
ID6GbTud,92899,2020,176000,1968,190,True,Unknown,False,False,True,Diesel,Automatic
ID6GbUbM,55000,2018,107550,1395,125,True,Polska,False,False,False,Petrol,Manual
ID6GbWDV,79900,2019,123000,1968,150,True,Polska,False,True,True,Diesel,Manual
ID6GbwHj,66600,2022,65000,1968,150,False,Unknown,False,False,False,Diesel,Automatic
ID6Gbyip,63900,2017,116000,1598,120,True,Polska,False,False,True,Diesel,Manual
ID6GbzBX,66500,2019,180000,1968,150,True,Polska,False,False,False,Diesel,Manual
ID6Gc3P7,108850,2020,159362,1968,200,True,Polska,False,True,True,Diesel,Automatic
ID6Gc57c,77000,2020,118880,1498,150,True,Polska,False,False,False,Petrol,Automatic
ID6Gc6Ww,76400,2015,169000,1968,190,True,Niemcy,True,False,True,Diesel,Automatic
ID6GcaAk,51900,2015,208500,1598,120,True,Polska,False,False,True,Diesel,Manual
ID6Gcb0Z,73900,2020,149999,1968,149,False,Włochy,False,False,True,Diesel,Manual
ID6Gcbgl,79900,2020,196500,1968,190,True,Dania,False,False,True,Diesel,Automatic
ID6Gcd7C,79999,2018,235000,1968,190,False,Polska,True,True,False,Diesel,Automatic
ID6GcDMi,67900,2018,200111,1968,149,True,Niemcy,False,False,True,Diesel,Automatic
ID6GcDYP,52900,2017,199100,1968,150,True,Polska,False,False,False,Diesel,Manual
ID6GceJs,125000,2020,116951,1968,150,False,Polska,True,True,True,Diesel,Automatic
ID6GcfaF,52900,2015,362519,1968,190,True,Niemcy,False,False,True,Diesel,Automatic
ID6Gci8w,67000,2017,227000,1968,240,True,Unknown,True,False,True,Diesel,Automatic
ID6GcKFs,74900,2018,231974,1968,190,True,Unknown,True,False,True,Diesel,Automatic
ID6GcKmw,69900,2014,212530,1968,240,True,Polska,True,False,True,Diesel,Automatic
ID6GcLkI,52000,2015,249000,1968,239,False,Włochy,True,False,True,Diesel,Automatic
ID6GcQtU,77900,2016,199538,1968,240,True,Polska,True,False,False,Diesel,Automatic
ID6GcRTM,77900,2018,152000,1395,149,True,Polska,False,False,False,Petrol,Automatic
ID6GcTQj,81795,2017,93000,1798,180,True,Polska,False,False,False,Petrol,Automatic
ID6Gcv6S,199900,2023,15850,1968,200,True,Polska,False,True,True,Diesel,Automatic
ID6GcwYE,77800,2018,184200,1968,150,True,Unknown,False,False,False,Diesel,Automatic
ID6Gcx3l,82900,2017,144000,1968,150,True,Niemcy,False,False,False,Diesel,Automatic
ID6GcZfT,57850,2015,193300,1968,150,True,Polska,False,False,True,Diesel,Automatic
ID6GcZLs,94900,2021,67600,1498,150,True,Polska,False,True,True,Petrol,Automatic
ID6GcZVB,99900,2021,177784,1968,200,True,Włochy,True,True,True,Diesel,Automatic
ID6Gd0tP,75500,2019,139833,1968,150,False,Polska,False,True,False,Diesel,Automatic
ID6Gd1gf,119900,2021,178000,1968,200,True,Polska,False,True,False,Diesel,Automatic
ID6Gd2gw,63900,2017,280000,1968,190,True,Polska,True,False,False,Diesel,Automatic
ID6GdAN7,89900,2020,108617,1968,150,True,Polska,False,True,True,Diesel,Automatic
ID6GdBsq,109900,2019,91841,1968,240,True,Niemcy,True,True,True,Diesel,Automatic
ID6GdCwz,109000,2017,93000,1984,280,True,Polska,True,False,True,Petrol,Automatic
ID6GdH1O,88200,2018,99500,1798,180,True,Polska,False,False,False,Petrol,Automatic
ID6GdHmg,47900,2015,241000,1968,150,True,Unknown,False,False,True,Diesel,Manual
ID6GdHxj,65900,2018,135300,1968,150,True,Szwajcaria,False,False,True,Diesel,Automatic
ID6GdKFQ,65000,2017,104300,1968,150,True,Polska,False,False,True,Diesel,Manual
ID6GdMNR,74900,2023,6150,1968,150,False,Francja,False,False,True,Diesel,Automatic
ID6GdMTf,51500,2015,226000,1968,150,False,Unknown,False,False,True,Diesel,Automatic
ID6GdovE,79850,2018,126167,1968,190,False,Polska,False,False,False,Diesel,Automatic
ID6GdpcM,72900,2017,118900,1968,150,True,Polska,False,False,False,Diesel,Automatic
ID6GdqLj,159999,2020,45518,1968,240,True,Niemcy,True,True,True,Diesel,Automatic
ID6GdqZ1,59900,2015,142321,1598,120,False,Unknown,False,False,True,Diesel,Manual
ID6GdRi9,108850,2020,74587,1968,190,True,Polska,False,True,False,Diesel,Automatic
ID6GdRW0,93850,2017,142638,1984,280,True,Polska,False,True,True,Petrol,Automatic
ID6GdtIe,54900,2016,222000,1968,150,False,Niemcy,False,False,True,Diesel,Automatic
ID6Gdwca,52000,2016,232400,1968,150,False,Unknown,False,False,True,Diesel,Manual
ID6GdWlH,49999,2015,184000,1395,150,True,Polska,False,True,True,Petrol,Manual
ID6GdZig,69999,2016,170000,1968,190,True,Polska,True,False,False,Diesel,Automatic
ID6GdZmD,78500,2019,95100,1498,150,True,Polska,False,False,False,Petrol,Manual
ID6GdZsk,62900,2016,167000,1968,150,True,Unknown,False,False,True,Diesel,Automatic
ID6Ge2mF,68900,2016,187672,1968,190,False,Polska,True,False,True,Diesel,Automatic
ID6Ge3pf,43200,2016,244000,1968,150,True,Polska,False,False,True,Diesel,Manual
ID6Ge3Rr,59900,2017,190000,1968,150,True,Austria,False,False,True,Diesel,Automatic
ID6Gebxi,49900,2017,139000,1968,150,False,Austria,False,False,True,Diesel,Manual
ID6GeBZj,84999,2021,190000,1968,200,True,Polska,False,False,True,Diesel,Automatic
ID6GeCnr,97000,2018,138000,1968,190,True,Niemcy,True,False,True,Diesel,Automatic
ID6Gehd9,126900,2019,109578,1968,190,False,Polska,False,True,True,Diesel,Automatic
ID6GeHZR,77000,2016,195191,1968,190,False,Unknown,False,False,True,Diesel,Automatic
ID6Geizj,71000,2019,97000,1498,150,False,Polska,False,False,True,Petrol,Automatic
ID6GeJNB,74900,2018,82068,1798,180,False,Unknown,False,False,False,Petrol,Automatic
ID6GeKpY,75900,2021,141256,1498,150,True,Polska,False,True,False,Petrol,Manual
ID6GeL2d,82800,2020,127000,1498,150,True,Polska,False,False,False,Petrol,Manual
ID6GeMaW,105500,2016,129500,1968,239,True,Polska,True,False,True,Diesel,Automatic
ID6GencR,45300,2016,180847,1598,120,False,Polska,False,False,True,Diesel,Manual
ID6GeNgh,65900,2015,238000,1968,150,True,Niemcy,False,False,True,Diesel,Manual
ID6GeORP,79900,2018,114244,1798,180,False,Polska,False,True,False,Petrol,Automatic
ID6GeQKU,49995,2016,225665,1968,150,False,Niemcy,False,False,True,Diesel,Manual
ID6GeSQJ,55900,2015,207000,1968,150,False,Niemcy,False,False,True,Diesel,Manual
ID6GeSR6,62999,2019,206600,1968,150,True,Polska,False,True,True,Diesel,Manual
ID6GeUrz,77200,2018,157164,1798,180,True,Polska,False,True,False,Petrol,Automatic
ID6GewNo,69500,2019,146468,1498,150,True,Polska,False,False,True,Petrol,Automatic
ID6GeWrO,95000,2021,123700,1968,122,False,Unknown,False,False,True,Diesel,Automatic
ID6Gexiu,77700,2017,131242,1968,190,True,Niemcy,False,False,True,Diesel,Automatic
ID6GexUW,78800,2019,172000,1968,190,True,Polska,True,False,True,Diesel,Automatic
ID6GeY23,74000,2018,166000,1968,190,False,Niemcy,False,False,True,Diesel,Automatic
ID6GeydO,58000,2015,159000,1968,190,True,Dania,False,False,True,Diesel,Automatic
ID6GeYHC,42900,2016,278512,1598,120,False,Unknown,False,False,True,Diesel,Manual
ID6GeYpG,80000,2019,131903,1968,149,False,Belgia,False,False,True,Diesel,Automatic
ID6GeZ4X,88900,2020,160000,1968,190,True,Polska,False,False,True,Diesel,Automatic
ID6GeZag,57900,2015,212000,1968,150,True,Francja,False,False,True,Diesel,Automatic
ID6Gezxj,99890,2020,124450,1968,150,True,Niemcy,False,True,True,Diesel,Automatic
ID6Gf0hu,39200,2016,253577,1968,150,False,Polska,False,True,True,Diesel,Automatic
ID6Gf0wq,63000,2017,107300,1968,150,False,Niemcy,False,False,True,Diesel,Manual
ID6GfbWE,109900,2021,38952,1984,190,True,Polska,False,False,False,Petrol,Automatic
ID6GfDBr,55900,2020,300000,1968,150,False,Unknown,False,False,True,Diesel,Automatic
ID6GfDhd,62900,2016,107500,1798,180,True,Polska,False,False,False,Petrol,Manual
ID6GffjM,59900,2019,172000,1498,150,True,Polska,False,True,True,Petrol,Manual
ID6GfhjK,158000,2020,111800,1968,200,True,Polska,False,True,False,Diesel,Automatic
ID6GfhuT,96900,2019,186000,1968,190,True,Polska,True,True,True,Diesel,Automatic
ID6Gfjvl,49900,2015,280000,1968,150,False,Unknown,False,False,True,Diesel,Manual
ID6GfJwV,89900,2019,102763,1968,150,True,Belgia,False,True,True,Diesel,Manual
ID6GfKfL,109900,2019,67351,1968,150,True,Polska,False,True,True,Diesel,Automatic
ID6GfLk8,83900,2018,109256,1968,150,True,Polska,False,True,True,Diesel,Automatic
ID6GfnQZ,63900,2017,87900,1798,180,False,Unknown,False,False,False,Petrol,Automatic
ID6GfP9D,45900,2015,243000,1968,150,True,Unknown,False,False,True,Diesel,Automatic
ID6GfPP9,76500,2019,142098,2000,150,False,Polska,False,True,True,Diesel,Automatic
ID6GfR2y,69900,2016,263523,1968,240,True,Polska,True,False,True,Diesel,Automatic
ID6GfRhM,74000,2020,202000,1968,150,True,Polska,False,False,True,Diesel,Manual
ID6GfsUO,119900,2019,99388,1968,190,True,Niemcy,True,False,True,Diesel,Automatic
ID6GfvjO,69900,2016,155000,1968,150,True,Unknown,False,False,True,Diesel,Automatic
ID6GfvRI,94900,2020,123000,1968,150,True,Polska,False,True,True,Diesel,Manual
ID6Gfwwg,90800,2018,99900,1984,220,True,Polska,False,True,True,Petrol,Automatic
ID6GfXKT,139999,2020,52628,1968,200,True,Polska,True,True,False,Diesel,Automatic
ID6GfxMd,69900,2019,159026,1498,150,False,Polska,False,False,True,Petrol,Manual
ID6Gfyj4,79900,2020,135620,1968,150,True,Niemcy,False,True,True,Diesel,Automatic
ID6GfyjS,79700,2020,149643,1968,150,True,Niemcy,False,True,True,Diesel,Automatic
ID6GfylC,84800,2020,116138,1968,150,False,Niemcy,False,True,True,Diesel,Automatic
ID6GfyLo,94900,2017,96000,1984,220,False,Holandia,False,False,False,Petrol,Automatic
ID6Gfynh,83900,2020,146103,1968,150,True,Niemcy,False,True,True,Diesel,Automatic
ID6Gfzei,59000,2016,190000,1798,180,True,Polska,False,False,False,Petrol,Automatic
ID6Gg0Tr,69900,2017,146536,1798,180,True,Polska,False,False,False,Petrol,Automatic
ID6Gg1gr,123900,2020,139408,1968,200,True,Unknown,True,True,True,Diesel,Automatic
ID6Gg32B,100000,2020,103214,1968,150,False,Unknown,False,False,False,Diesel,Manual
ID6Gg4bI,86900,2020,155622,1968,190,True,Niemcy,True,True,True,Diesel,Automatic
ID6Gg6FP,85000,2018,151347,1968,150,True,Polska,False,False,False,Diesel,Automatic
ID6GgbRr,94850,2020,148241,1968,190,False,Polska,False,True,False,Diesel,Automatic
ID6GgdaK,78999,2019,186000,1968,190,False,Polska,False,False,False,Diesel,Automatic
ID6GgdgR,79900,2017,139056,1968,150,True,Polska,False,True,False,Diesel,Automatic
ID6GgetG,78900,2020,203500,1395,150,False,Unknown,False,False,True,Petrol,Automatic
ID6GggR7,69900,2017,138360,1395,125,False,Polska,False,False,False,Petrol,Manual
ID6GgGu9,95000,2018,107500,1968,190,True,Polska,True,False,True,Diesel,Automatic
ID6GgKyQ,65900,2017,120000,1968,150,False,Niemcy,False,False,True,Diesel,Automatic
ID6GgLyQ,47800,2015,190000,1598,120,False,Niemcy,False,False,True,Diesel,Manual
ID6GgMGR,95900,2016,119000,1968,240,False,Niemcy,True,False,True,Diesel,Automatic
ID6GgoE2,65000,2015,297000,1968,150,True,Niemcy,True,False,True,Diesel,Manual
ID6GgoF7,79900,2021,135260,1968,150,True,Polska,False,True,False,Diesel,Manual
ID6GgoHI,69950,2015,173456,1968,190,True,Polska,False,False,False,Diesel,Automatic
ID6GgoZf,85600,2019,118533,1498,150,True,Polska,False,True,True,Petrol,Automatic
ID6GgPJD,75899,2020,92217,1968,150,False,Polska,False,True,False,Diesel,Manual
ID6GgPPn,109850,2020,91914,1968,190,False,Polska,False,True,False,Diesel,Automatic
ID6GgQVk,59900,2017,269500,1968,190,False,Polska,False,False,True,Diesel,Automatic
ID6GgtBi,72900,2019,175150,1968,150,True,Polska,False,False,False,Diesel,Manual
ID6GgTnf,59500,2016,200000,1968,150,True,Polska,False,False,True,Diesel,Automatic
ID6GgTq1,94850,2019,99590,1968,190,False,Polska,False,True,False,Diesel,Automatic
ID6GgUfl,58900,2016,220000,1968,150,True,Unknown,False,False,True,Diesel,Automatic
ID6GgvWp,63900,2016,162000,1968,150,True,Niemcy,False,False,True,Diesel,Manual
ID6GgxeK,72000,2019,172000,1968,150,False,Unknown,False,False,True,Diesel,Automatic
ID6GgxQO,93900,2015,108000,1968,240,True,Polska,True,False,True,Diesel,Automatic
ID6Ggyi5,61900,2017,151000,1968,150,True,Unknown,False,False,False,Diesel,Manual
ID6Gh1UK,53900,2015,218000,1598,120,True,Unknown,False,False,True,Diesel,Automatic
ID6Gh3G6,7300,2007,248000,1968,140,False,Unknown,True,False,True,Diesel,Automatic
ID6Gh4BE,137900,2019,133715,1968,190,False,Polska,False,True,True,Diesel,Automatic
ID6Gh7d9,48000,2015,281000,1968,150,False,Unknown,False,False,False,Diesel,Manual
ID6Gh7Gp,65000,2019,62200,1498,150,False,Unknown,False,False,False,Petrol,Manual
ID6Gh7w2,79999,2018,166500,1968,190,True,Polska,False,False,False,Diesel,Automatic
ID6Gh80W,75900,2018,118300,1968,150,True,Polska,False,False,True,Diesel,Automatic
ID6Gh8cH,59900,2018,214000,1968,150,False,Polska,False,True,True,Diesel,Manual
ID6GhA8b,68900,2015,229000,1968,240,True,Unknown,True,False,True,Diesel,Automatic
ID6GhAka,66900,2018,168000,1968,150,True,Polska,False,False,False,Diesel,Automatic
ID6GhaLw,64900,2019,234000,1968,150,True,Polska,False,False,False,Diesel,Manual
ID6GhbWx,47500,2018,286000,1968,149,False,Unknown,False,False,True,Diesel,Manual
ID6GhCpm,99900,2019,76173,1968,190,False,Polska,False,True,True,Diesel,Automatic
ID6GheYf,71900,2019,175269,1498,150,True,Polska,False,True,False,Petrol,Manual
ID6Ghfqd,79950,2020,77584,1498,150,False,Polska,False,False,False,Petrol,Manual
ID6GhfSk,115500,2021,158000,1968,200,True,Polska,False,False,False,Diesel,Automatic
ID6GhH26,56500,2016,202000,1395,150,True,Unknown,False,True,False,Petrol,Manual
ID6GhH4n,44900,2016,199000,1968,240,True,Unknown,True,False,True,Diesel,Automatic
ID6GhhRo,65000,2016,179193,1984,280,True,Unknown,True,False,True,Petrol,Automatic
ID6GhitU,45900,2015,198000,1598,120,False,Unknown,False,False,True,Diesel,Automatic
ID6GhIwz,84500,2016,151200,1968,150,False,Polska,False,False,True,Diesel,Automatic
ID6Ghk5X,66500,2017,57000,1968,150,False,Unknown,False,False,True,Diesel,Automatic
ID6GhkRM,104900,2019,134511,1968,190,True,Unknown,False,True,True,Diesel,Automatic
ID6GhkSg,99900,2019,101549,1968,240,True,Niemcy,True,True,True,Diesel,Automatic
ID6GhLHU,74900,2017,160000,1798,180,True,Polska,False,False,False,Petrol,Manual
ID6GhMlN,45500,2015,218000,1598,120,True,Belgia,False,False,True,Diesel,Manual
ID6GhNuJ,47000,2016,303000,1968,150,True,Polska,False,False,True,Diesel,Automatic
ID6GhoaX,76900,2018,220000,1968,150,True,Niemcy,False,False,True,Diesel,Automatic
ID6GhoDo,63900,2015,192881,1968,150,False,Unknown,False,False,True,Diesel,Automatic
ID6GhPP7,64999,2017,193710,1968,150,True,Niemcy,False,False,True,Diesel,Manual
ID6Ghpsm,85500,2017,151826,1968,190,True,Niemcy,False,False,True,Diesel,Automatic
ID6Ghqff,96000,2019,154123,1968,190,True,Polska,False,True,False,Diesel,Automatic
ID6GhqjC,96000,2019,154123,1968,190,True,Polska,False,True,False,Diesel,Automatic
ID6GhQOw,44500,2015,248800,1598,120,False,Unknown,False,False,False,Diesel,Automatic
ID6GhR9O,98400,2020,99000,1968,150,True,Niemcy,False,False,True,Diesel,Automatic
ID6GhRrv,75500,2016,138000,1968,190,True,Polska,False,False,False,Diesel,Manual
ID6GhT67,60900,2018,184000,1598,120,False,Unknown,False,False,True,Diesel,Automatic
ID6GhTet,129900,2019,142262,1984,272,True,Polska,True,True,True,Petrol,Automatic
ID6GhTJx,63800,2018,181025,1968,150,True,Polska,False,False,False,Diesel,Manual
ID6GhU0R,65999,2015,199900,1798,180,True,Polska,False,True,False,Petrol,Automatic
ID6GhUcP,136900,2019,80358,1968,190,True,Polska,True,True,True,Diesel,Automatic
ID6GhUGg,92900,2018,133550,1968,150,True,Polska,False,False,False,Diesel,Automatic
ID6GhUQE,79850,2018,125423,1968,150,False,Polska,False,True,True,Diesel,Automatic
ID6Ghw9N,69999,2018,225000,1968,190,True,Unknown,False,False,True,Diesel,Automatic
ID6GhwbO,50500,2015,244000,1968,150,False,Niemcy,False,False,True,Diesel,Automatic
ID6GhWIs,118900,2020,111660,1968,190,True,Polska,False,True,False,Diesel,Automatic
ID6Ghwom,75900,2020,185000,1598,120,False,Unknown,False,False,True,Diesel,Automatic
ID6Gi3Ad,78900,2020,145782,1968,150,True,Niemcy,False,True,True,Diesel,Automatic
ID6Gi3u7,83900,2020,145385,1968,150,False,Niemcy,False,True,True,Diesel,Automatic
ID6Gi3uQ,81900,2020,140008,1968,150,False,Niemcy,False,True,True,Diesel,Automatic
ID6Gi3wq,81750,2020,136015,1968,150,False,Niemcy,False,True,True,Diesel,Automatic
ID6Gi3xc,81900,2020,151863,1968,150,False,Niemcy,False,True,True,Diesel,Automatic
ID6Gi3xM,82950,2020,135434,1968,150,False,Niemcy,False,True,True,Diesel,Automatic
ID6Gi3yg,83890,2020,116699,1968,150,True,Niemcy,False,True,True,Diesel,Automatic
ID6Gi3yW,77900,2020,141426,1968,150,True,Unknown,False,True,True,Diesel,Automatic
ID6Gi487,115000,2022,164000,1968,150,False,Niemcy,False,False,True,Diesel,Automatic
ID6Gi4L2,64900,2017,87092,1798,180,True,Polska,False,False,False,Petrol,Manual
ID6Gi60U,102900,2020,102646,1968,150,False,Polska,False,True,True,Diesel,Automatic
ID6Gi67i,59900,2014,284000,1968,150,False,Polska,True,False,True,Diesel,Automatic
ID6Gi8BM,108500,2023,3800,1968,150,False,Niemcy,False,False,True,Diesel,Automatic
ID6GibJJ,106900,2019,60483,1968,190,True,Niemcy,False,True,True,Diesel,Automatic
ID6GiC4G,91900,2020,64000,1498,149,True,Polska,False,False,False,Petrol,Automatic
ID6GicD4,47900,2015,244937,1968,150,True,Niemcy,False,False,True,Diesel,Manual
ID6GicK4,71800,2019,173000,1968,150,True,Niemcy,False,False,True,Diesel,Manual
ID6GicON,59990,2015,249987,1968,150,True,Polska,False,False,True,Diesel,Automatic
ID6GiczQ,53500,2016,237000,1968,150,True,Włochy,False,False,True,Diesel,Automatic
ID6Gidsk,64900,2019,181000,1498,150,True,Polska,False,False,True,Petrol,Manual
ID6GiEnW,109900,2022,70217,1968,150,False,Unknown,False,False,True,Diesel,Automatic
ID6GiErJ,65300,2019,212515,1968,150,False,Polska,False,True,False,Diesel,Automatic
ID6GiFRS,89900,2018,121000,1798,180,True,Polska,False,True,False,Petrol,Manual
ID6Gigg9,75900,2019,128710,1968,150,False,Polska,False,True,True,Diesel,Manual
ID6GiITA,119900,2021,133722,1984,190,True,Polska,False,True,False,Petrol,Automatic
ID6Gij77,67900,2020,178800,1598,120,True,Niemcy,False,False,True,Diesel,Automatic
ID6GiJEv,66900,2019,187913,1968,150,True,Polska,False,True,True,Diesel,Automatic
ID6GilK9,66000,2017,210000,1968,190,True,Polska,False,False,True,Diesel,Automatic
ID6GilQs,76000,2018,166000,1968,190,True,Polska,False,False,True,Diesel,Automatic
ID6GilTp,99900,2020,156684,1968,150,True,Unknown,False,True,True,Diesel,Automatic
ID6GinKC,64900,2015,215000,1968,190,True,Finlandia,False,False,True,Diesel,Automatic
ID6GinOd,58900,2018,280095,1968,150,True,Polska,False,False,False,Diesel,Manual
ID6GiRoH,29200,2015,232182,1798,180,False,Polska,False,True,True,Petrol,Automatic
ID6Girx3,71900,2017,184000,1968,150,False,Szwajcaria,False,False,True,Diesel,Automatic
ID6GisB1,64850,2018,144920,1395,150,False,Polska,False,True,False,Petrol,Manual
ID6GiszB,108850,2020,194076,1984,272,True,Polska,False,True,False,Petrol,Automatic
ID6GitGq,93900,2019,182300,1968,190,True,Unknown,True,False,True,Diesel,Automatic
ID6Giu41,86900,2020,141998,1968,150,True,Polska,False,False,False,Diesel,Automatic
ID6GiuAh,102900,2020,134160,1498,150,True,Polska,False,True,True,Petrol,Automatic
ID6GiuF1,79900,2020,133032,1968,150,True,Niemcy,False,True,True,Diesel,Automatic
ID6Giv2N,94400,2018,150000,1984,220,True,Polska,False,False,False,Petrol,Automatic
ID6GiwVN,59000,2015,249000,1798,180,True,Polska,False,False,True,Petrol,Automatic
ID6GiWyK,40999,2017,193230,1598,120,False,Unknown,False,False,True,Diesel,Manual
ID6GiYwN,75800,2017,127000,1968,150,True,Polska,False,False,True,Diesel,Automatic
ID6GiZbJ,92750,2018,194975,1968,190,True,Polska,False,False,False,Diesel,Automatic
ID6GiZDJ,67000,2016,237000,1968,190,False,Unknown,True,False,True,Diesel,Automatic
ID6Gj707,72900,2018,186000,1968,150,True,Polska,False,True,True,Diesel,Automatic
ID6Gj7rA,149900,2023,7810,1498,150,True,Polska,False,True,True,Petrol,Automatic
ID6GjAcg,79800,2019,147589,1968,150,True,Unknown,False,True,True,Diesel,Automatic
ID6GjB6w,71700,2019,190000,1968,150,True,Polska,False,False,True,Diesel,Automatic
ID6GjEXm,119900,2019,67940,1968,150,True,Polska,False,True,False,Diesel,Automatic
ID6GjFqE,68900,2020,142000,1498,150,True,Polska,False,True,False,Petrol,Manual
ID6GjH3b,53628,2017,246226,1598,120,True,Polska,False,True,True,Diesel,Manual
ID6GjHMO,119200,2020,116634,1968,200,False,Polska,False,True,True,Diesel,Automatic
ID6GjHyf,102900,2020,92014,1984,190,False,Polska,False,False,True,Petrol,Automatic
ID6GjHZi,87900,2020,133039,1968,150,True,Polska,False,False,False,Diesel,Automatic
ID6GjI6V,109800,2021,140076,1968,200,True,Unknown,False,True,True,Diesel,Automatic
ID6GjN4e,89900,2020,129436,1968,150,True,Polska,False,True,False,Diesel,Automatic
ID6GjOMI,75899,2020,126360,1968,150,False,Polska,False,True,False,Diesel,Manual
ID6GjOVV,46900,2015,81872,1598,120,False,Unknown,False,False,True,Diesel,Manual
ID6GjPms,95900,2020,78999,1498,150,True,Polska,False,True,True,Petrol,Manual
ID6GjPPt,149900,2021,93000,1968,200,True,Unknown,True,True,True,Diesel,Automatic
ID6GjpSw,84999,2019,197000,1968,150,True,Niemcy,False,True,True,Diesel,Automatic
ID6GjPXC,89900,2017,118000,1984,280,True,Polska,True,False,True,Petrol,Automatic
ID6GjpYg,84999,2019,172000,1968,150,True,Niemcy,False,True,True,Diesel,Automatic
ID6GjQ2d,55900,2016,246239,1968,150,False,Unknown,False,False,True,Diesel,Automatic
ID6GjQt4,72900,2016,191000,1968,190,True,Niemcy,True,False,True,Diesel,Automatic
ID6GjQYG,152900,2021,86050,1968,200,True,Unknown,True,True,True,Diesel,Automatic
ID6GjrN7,85000,2015,82878,1968,190,True,Niemcy,True,False,True,Diesel,Automatic
ID6GjRQ2,67800,2018,240000,1968,150,False,Niemcy,False,True,False,Diesel,Automatic
ID6GjTpx,63900,2016,246000,1968,190,False,Unknown,True,False,True,Diesel,Automatic
ID6Gju6a,52900,2016,162000,1395,125,True,Polska,False,False,False,Petrol,Manual
ID6GjuX9,52900,2016,163200,1968,150,False,Niemcy,False,False,True,Diesel,Manual
ID6GjwJV,65499,2019,240000,1968,150,True,Polska,False,False,True,Diesel,Automatic
ID6GjYl0,87000,2020,130171,1968,150,False,Niemcy,False,True,True,Diesel,Automatic
ID6GjYlZ,87100,2020,111588,1968,150,False,Niemcy,False,True,True,Diesel,Automatic
ID6GjYtJ,79300,2019,105511,1498,150,False,Polska,False,True,False,Petrol,Automatic
ID6Gk1iR,96500,2018,153000,1968,190,True,Niemcy,True,False,True,Diesel,Automatic
ID6Gk1Qk,68900,2015,162000,1968,190,True,Polska,True,False,True,Diesel,Automatic
ID6Gk2bO,63900,2017,209000,1968,149,False,Unknown,False,False,True,Diesel,Manual
ID6Gk2JJ,59900,2015,186000,2000,150,True,Niemcy,False,False,True,Diesel,Automatic
ID6Gk2km,85977,2019,150000,1968,150,True,Niemcy,False,False,True,Diesel,Automatic
ID6Gk30n,66900,2016,205000,1968,190,True,Niemcy,True,False,True,Diesel,Automatic
ID6Gk3Cy,81900,2020,156200,1968,190,False,Unknown,False,False,True,Diesel,Automatic
ID6Gk3y6,77700,2015,208000,1968,240,True,Polska,True,False,True,Diesel,Automatic
ID6Gk5iV,98000,2018,78000,1798,180,True,Polska,False,False,True,Petrol,Automatic
ID6Gk6G2,53000,2016,239000,1968,150,False,Niemcy,False,False,True,Diesel,Automatic
ID6Gk6jx,79900,2020,151000,1968,150,True,Polska,False,False,False,Diesel,Manual
ID6Gk6PV,68800,2015,172000,1968,150,True,Francja,False,False,True,Diesel,Automatic
ID6Gk7rm,109347,2021,74000,1984,190,True,Polska,False,False,True,Petrol,Automatic
ID6Gk89Z,51500,2015,265000,1968,190,True,Szwecja,False,False,True,Diesel,Automatic
ID6Gk8qp,65000,2017,193800,1968,149,False,Unknown,False,False,True,Diesel,Manual
ID6Gk8rJ,53500,2017,194500,1968,150,False,Polska,False,False,False,Diesel,Manual
ID6Gk8Y0,75900,2017,135000,1395,150,True,Polska,False,False,True,Petrol,Automatic
ID6Gk90M,76300,2016,203500,1968,190,False,Unknown,False,False,False,Diesel,Automatic
ID6Gk9ct,59999,2016,216877,1998,150,True,Polska,False,False,False,Diesel,Automatic
